compound,rt,inchi
Phosphatidylethanolamine_alkenyl_18:1-20:4,21.55,"InChI=1S/C43H76NO7P/c1-3-5-7-9-11-13-15-17-19-21-22-24-26-28-30-32-34-36-43(45)51-42(41-50-52(46,47)49-39-37-44)40-48-38-35-33-31-29-27-25-23-20-18-16-14-12-10-8-6-4-2/h13,15,19,21,24,26,29-32,35,38,42H,3-12,14,16-18,20,22-23,25,27-28,33-34,36-37,39-41,44H2,1-2H3,(H,46,47)/b15-13-,21-19-,26-24-,31-29-,32-30-,38-35+"
Phosphatidylglyceride_20:4-22:6,5.8100000000000005,"InChI=1S/C48H75O10P/c1-3-5-7-9-11-13-15-17-19-21-22-24-26-28-30-32-34-36-38-40-48(52)58-46(44-57-59(53,54)56-42-45(50)41-49)43-55-47(51)39-37-35-33-31-29-27-25-23-20-18-16-14-12-10-8-6-4-2/h5,7,11,13-14,16-17,19-20,22-24,27-30,33-36,45-46,49-50H,3-4,6,8-10,12,15,18,21,25-26,31-32,37-44H2,1-2H3,(H,53,54)/b7-5-,13-11-,16-14-,19-17-,23-20-,24-22-,29-27-,30-28-,35-33-,36-34-"
Phosphatidylethanolamine_alkenyl_19:0-20:4,35.230000000000004,"InChI=1S/C44H80NO7P/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-35-37-44(46)52-43(42-51-53(47,48)50-40-38-45)41-49-39-36-34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h13,15,19,21,25,27,31,33,36,39,43H,3-12,14,16-18,20,22-24,26,28-30,32,34-35,37-38,40-42,45H2,1-2H3,(H,47,48)/b15-13-,21-19-,27-25-,33-31-,39-36+"
Phosphatidylethanolamine_alkyl_16:0-20:4,24.23,"InChI=1S/C41H76NO7P/c1-3-5-7-9-11-13-15-17-19-20-21-22-24-26-28-30-32-34-41(43)49-40(39-48-50(44,45)47-37-35-42)38-46-36-33-31-29-27-25-23-18-16-14-12-10-8-6-4-2/h13,15,19-20,22,24,28,30,40H,3-12,14,16-18,21,23,25-27,29,31-39,42H2,1-2H3,(H,44,45)/b15-13-,20-19-,24-22-,30-28-"
Phosphatidylethanolamine_alkyl_18:0-18:1,41.88,"InChI=1S/C41H82NO7P/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-36-46-38-40(39-48-50(44,45)47-37-35-42)49-41(43)34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h28,30,40H,3-27,29,31-39,42H2,1-2H3,(H,44,45)/b30-28-"
Phosphatidylethanolamine_alkenyl_18:1-22:6,19.41,"InChI=1S/C45H76NO7P/c1-3-5-7-9-11-13-15-17-19-21-22-23-24-26-28-30-32-34-36-38-45(47)53-44(43-52-54(48,49)51-41-39-46)42-50-40-37-35-33-31-29-27-25-20-18-16-14-12-10-8-6-4-2/h5,7,11,13,17,19,22-23,26,28,31-34,37,40,44H,3-4,6,8-10,12,14-16,18,20-21,24-25,27,29-30,35-36,38-39,41-43,46H2,1-2H3,(H,48,49)/b7-5-,13-11-,19-17-,23-22-,28-26-,33-31-,34-32-,40-37+"
Phosphatidylethanolamine_alkyl_18:0-16:0,43.49,"InChI=1S/C39H80NO7P/c1-3-5-7-9-11-13-15-17-18-19-21-23-25-27-29-31-34-44-36-38(37-46-48(42,43)45-35-33-40)47-39(41)32-30-28-26-24-22-20-16-14-12-10-8-6-4-2/h38H,3-37,40H2,1-2H3,(H,42,43)"
Phosphatidylethanolamine_lyso_20:1,3.6199999999999997,"InChI=1S/C25H50NO7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-25(28)33-24(22-27)23-32-34(29,30)31-21-20-26/h16-17,24,27H,2-15,18-23,26H2,1H3,(H,29,30)/b17-16-"
Phosphatidylethanolamine_lyso_20:3,2.0900000000000003,"InChI=1S/C25H46NO7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-25(28)33-24(22-27)23-32-34(29,30)31-21-20-26/h10-11,13-14,16-17,24,27H,2-9,12,15,18-23,26H2,1H3,(H,29,30)/b11-10-,14-13-,17-16-"
Phosphatidylethanolamine_lyso_20:4,1.87,"InChI=1S/C25H44NO7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-25(28)33-24(22-27)23-32-34(29,30)31-21-20-26/h7-8,10-11,13-14,16-17,24,27H,2-6,9,12,15,18-23,26H2,1H3,(H,29,30)/b8-7-,11-10-,14-13-,17-16-"
Phosphatidylethanolamine_alkyl_18:0-22:4,38.559999999999995,"InChI=1S/C45H84NO7P/c1-3-5-7-9-11-13-15-17-19-21-22-23-24-26-28-30-32-34-36-38-45(47)53-44(43-52-54(48,49)51-41-39-46)42-50-40-37-35-33-31-29-27-25-20-18-16-14-12-10-8-6-4-2/h17,19,22-23,26,28,32,34,44H,3-16,18,20-21,24-25,27,29-31,33,35-43,46H2,1-2H3,(H,48,49)/b19-17-,23-22-,28-26-,34-32-"
Phosphatidylglyceride_16:0-20:2,21.33,"InChI=1S/C42H79O10P/c1-3-5-7-9-11-13-15-17-18-19-20-22-24-26-28-30-32-34-42(46)52-40(38-51-53(47,48)50-36-39(44)35-43)37-49-41(45)33-31-29-27-25-23-21-16-14-12-10-8-6-4-2/h22,24,28,30,39-40,43-44H,3-21,23,25-27,29,31-38H2,1-2H3,(H,47,48)/b24-22-,30-28-"
Phosphatidylinositol_16:0-18:2,15.2,"InChI=1S/C43H79O13P/c1-3-5-7-9-11-13-15-17-18-20-22-24-26-28-30-32-37(45)55-35(34-54-57(51,52)56-43-41(49)39(47)38(46)40(48)42(43)50)33-53-36(44)31-29-27-25-23-21-19-16-14-12-10-8-6-4-2/h20,22,26,28,35,38-43,46-50H,3-19,21,23-25,27,29-34H2,1-2H3,(H,51,52)/b22-20-,28-26-/t35?,38-,39-,40+,41-,42-,43-/m1/s1"
Phosphatidylethanolamine_alkyl_18:0-22:6,30.990000000000002,"InChI=1S/C45H80NO7P/c1-3-5-7-9-11-13-15-17-19-21-22-23-24-26-28-30-32-34-36-38-45(47)53-44(43-52-54(48,49)51-41-39-46)42-50-40-37-35-33-31-29-27-25-20-18-16-14-12-10-8-6-4-2/h5,7,11,13,17,19,22-23,26,28,32,34,44H,3-4,6,8-10,12,14-16,18,20-21,24-25,27,29-31,33,35-43,46H2,1-2H3,(H,48,49)/b7-5-,13-11-,19-17-,23-22-,28-26-,34-32-"
Phosphatidylethanolamine_alkyl_18:1-20:1,37.91,"InChI=1S/C43H84NO7P/c1-3-5-7-9-11-13-15-17-19-21-22-24-26-28-30-32-34-36-43(45)51-42(41-50-52(46,47)49-39-37-44)40-48-38-35-33-31-29-27-25-23-20-18-16-14-12-10-8-6-4-2/h29-32,42H,3-28,33-41,44H2,1-2H3,(H,46,47)/b31-29-,32-30-"
Phosphatidylinositol_16:0-20:3,16.029999999999998,"InChI=1S/C45H81O13P/c1-3-5-7-9-11-13-15-17-18-19-20-22-24-26-28-30-32-34-39(47)57-37(36-56-59(53,54)58-45-43(51)41(49)40(48)42(50)44(45)52)35-55-38(46)33-31-29-27-25-23-21-16-14-12-10-8-6-4-2/h18-19,22,24,28,30,37,40-45,48-52H,3-17,20-21,23,25-27,29,31-36H2,1-2H3,(H,53,54)/b19-18-,24-22-,30-28-/t37?,40-,41-,42+,43-,44-,45-/m1/s1"
Phosphatidylglyceride_18:1-22:6,9.35,"InChI=1S/C46H77O10P/c1-3-5-7-9-11-13-15-17-19-20-21-22-24-26-28-30-32-34-36-38-46(50)56-44(42-55-57(51,52)54-40-43(48)39-47)41-53-45(49)37-35-33-31-29-27-25-23-18-16-14-12-10-8-6-4-2/h5,7,11,13,17,19,21-22,26,28,31-34,43-44,47-48H,3-4,6,8-10,12,14-16,18,20,23-25,27,29-30,35-42H2,1-2H3,(H,51,52)/b7-5-,13-11-,19-17-,22-21-,28-26-,33-31-,34-32-"
Phosphatidylinositol_16:0-20:5,10.56,"InChI=1S/C45H77O13P/c1-3-5-7-9-11-13-15-17-18-19-20-22-24-26-28-30-32-34-39(47)57-37(36-56-59(53,54)58-45-43(51)41(49)40(48)42(50)44(45)52)35-55-38(46)33-31-29-27-25-23-21-16-14-12-10-8-6-4-2/h7,9,13,15,18-19,22,24,28,30,37,40-45,48-52H,3-6,8,10-12,14,16-17,20-21,23,25-27,29,31-36H2,1-2H3,(H,53,54)/b9-7-,15-13-,19-18-,24-22-,30-28-/t37?,40-,41-,42+,43-,44-,45-/m1/s1"
Phosphatidylinositol_16:1-18:2,9.610000000000001,"InChI=1S/C43H77O13P/c1-3-5-7-9-11-13-15-17-18-20-22-24-26-28-30-32-37(45)55-35(34-54-57(51,52)56-43-41(49)39(47)38(46)40(48)42(43)50)33-53-36(44)31-29-27-25-23-21-19-16-14-12-10-8-6-4-2/h20,22,25-28,35,38-43,46-50H,3-19,21,23-24,29-34H2,1-2H3,(H,51,52)/b22-20-,27-25-,28-26-/t35?,38-,39-,40+,41-,42-,43-/m1/s1"
Phosphatidylcholine_16:0-18:2,19.6,"InChI=1S/C42H80NO8P/c1-6-8-10-12-14-16-18-20-21-23-25-27-29-31-33-35-42(45)51-40(39-50-52(46,47)49-37-36-43(3,4)5)38-48-41(44)34-32-30-28-26-24-22-19-17-15-13-11-9-7-2/h23,25,29,31,40H,6-22,24,26-28,30,32-39H2,1-5H3/b25-23-,31-29-"
Phosphatidylethanolamine_lyso_18:0,3.81,"InChI=1S/C23H48NO7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-23(26)31-22(20-25)21-30-32(27,28)29-19-18-24/h22,25H,2-21,24H2,1H3,(H,27,28)"
Phosphatidylserine_18:0-20:5,20.36,"InChI=1S/C44H76NO10P/c1-3-5-7-9-11-13-15-17-19-20-22-24-26-28-30-32-34-36-43(47)55-40(38-53-56(50,51)54-39-41(45)44(48)49)37-52-42(46)35-33-31-29-27-25-23-21-18-16-14-12-10-8-6-4-2/h7,9,13,15,19-20,24,26,30,32,40-41H,3-6,8,10-12,14,16-18,21-23,25,27-29,31,33-39,45H2,1-2H3,(H,48,49)(H,50,51)/b9-7-,15-13-,20-19-,26-24-,32-30-"
Phosphatidylinositol_16:0-20:4,13.92,"InChI=1S/C45H79O13P/c1-3-5-7-9-11-13-15-17-18-19-20-22-24-26-28-30-32-34-39(47)57-37(36-56-59(53,54)58-45-43(51)41(49)40(48)42(50)44(45)52)35-55-38(46)33-31-29-27-25-23-21-16-14-12-10-8-6-4-2/h13,15,18-19,22,24,28,30,37,40-45,48-52H,3-12,14,16-17,20-21,23,25-27,29,31-36H2,1-2H3,(H,53,54)/b15-13-,19-18-,24-22-,30-28-/t37?,40-,41-,42+,43-,44-,45-/m1/s1"
Phosphatidylethanolamine_lyso_22:4,2.33,"InChI=1S/C27H48NO7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-27(30)35-26(24-29)25-34-36(31,32)33-23-22-28/h9-10,12-13,15-16,18-19,26,29H,2-8,11,14,17,20-25,28H2,1H3,(H,31,32)/b10-9-,13-12-,16-15-,19-18-"
Phosphatidylinositol_18:0-18:2,22.13,"InChI=1S/C45H83O13P/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-38(46)55-35-37(36-56-59(53,54)58-45-43(51)41(49)40(48)42(50)44(45)52)57-39(47)34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h22,24,28,30,37,40-45,48-52H,3-21,23,25-27,29,31-36H2,1-2H3,(H,53,54)/b24-22-,30-28-/t37?,40-,41-,42+,43-,44-,45-/m1/s1"
Phosphatidylethanolamine_lyso_alkenyl_18:1,2.93,"InChI=1S/C23H46NO6P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-19-28-23(21-25)22-30-31(26,27)29-20-18-24/h14-15,17,19,23,25H,2-13,16,18,20-22,24H2,1H3,(H,26,27)/b15-14-,19-17+"
Phosphatidylglyceride_18:0-22:6,19.39,"InChI=1S/C46H79O10P/c1-3-5-7-9-11-13-15-17-19-20-21-22-24-26-28-30-32-34-36-38-46(50)56-44(42-55-57(51,52)54-40-43(48)39-47)41-53-45(49)37-35-33-31-29-27-25-23-18-16-14-12-10-8-6-4-2/h5,7,11,13,17,19,21-22,26,28,32,34,43-44,47-48H,3-4,6,8-10,12,14-16,18,20,23-25,27,29-31,33,35-42H2,1-2H3,(H,51,52)/b7-5-,13-11-,19-17-,22-21-,28-26-,34-32-"
Phosphatidylglyceride_16:0-20:4,14.16,"InChI=1S/C42H75O10P/c1-3-5-7-9-11-13-15-17-18-19-20-22-24-26-28-30-32-34-42(46)52-40(38-51-53(47,48)50-36-39(44)35-43)37-49-41(45)33-31-29-27-25-23-21-16-14-12-10-8-6-4-2/h13,15,18-19,22,24,28,30,39-40,43-44H,3-12,14,16-17,20-21,23,25-27,29,31-38H2,1-2H3,(H,47,48)/b15-13-,19-18-,24-22-,30-28-"
Phosphatidylglyceride_18:0-20:4,21.37,"InChI=1S/C44H79O10P/c1-3-5-7-9-11-13-15-17-19-20-22-24-26-28-30-32-34-36-44(48)54-42(40-53-55(49,50)52-38-41(46)37-45)39-51-43(47)35-33-31-29-27-25-23-21-18-16-14-12-10-8-6-4-2/h13,15,19-20,24,26,30,32,41-42,45-46H,3-12,14,16-18,21-23,25,27-29,31,33-40H2,1-2H3,(H,49,50)/b15-13-,20-19-,26-24-,32-30-"
Phosphatidylinositol_18:0-22:6,19.040000000000003,"InChI=1S/C49H83O13P/c1-3-5-7-9-11-13-15-17-19-20-21-22-24-26-28-30-32-34-36-38-43(51)61-41(40-60-63(57,58)62-49-47(55)45(53)44(52)46(54)48(49)56)39-59-42(50)37-35-33-31-29-27-25-23-18-16-14-12-10-8-6-4-2/h5,7,11,13,17,19,21-22,26,28,32,34,41,44-49,52-56H,3-4,6,8-10,12,14-16,18,20,23-25,27,29-31,33,35-40H2,1-2H3,(H,57,58)/b7-5-,13-11-,19-17-,22-21-,28-26-,34-32-/t41?,44-,45-,46+,47-,48-,49-/m1/s1"
Phosphatidylinositol_20:0-20:4,28.3,"InChI=1S/C49H87O13P/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-35-37-42(50)59-39-41(40-60-63(57,58)62-49-47(55)45(53)44(52)46(54)48(49)56)61-43(51)38-36-34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h14,16,20,22,26,28,32,34,41,44-49,52-56H,3-13,15,17-19,21,23-25,27,29-31,33,35-40H2,1-2H3,(H,57,58)/b16-14-,22-20-,28-26-,34-32-/t41?,44-,45-,46+,47-,48-,49-/m1/s1"
Phosphatidylinositol_18:0-22:5,20.56,"InChI=1S/C49H85O13P/c1-3-5-7-9-11-13-15-17-19-20-21-22-24-26-28-30-32-34-36-38-43(51)61-41(40-60-63(57,58)62-49-47(55)45(53)44(52)46(54)48(49)56)39-59-42(50)37-35-33-31-29-27-25-23-18-16-14-12-10-8-6-4-2/h11,13,17,19,21-22,26,28,32,34,41,44-49,52-56H,3-10,12,14-16,18,20,23-25,27,29-31,33,35-40H2,1-2H3,(H,57,58)/b13-11-,19-17-,22-21-,28-26-,34-32-/t41?,44-,45-,46+,47-,48-,49-/m1/s1"
Phosphatidylinositol_18:1-20:3,15.41,"InChI=1S/C47H83O13P/c1-3-5-7-9-11-13-15-17-19-20-22-24-26-28-30-32-34-36-41(49)59-39(38-58-61(55,56)60-47-45(53)43(51)42(50)44(52)46(47)54)37-57-40(48)35-33-31-29-27-25-23-21-18-16-14-12-10-8-6-4-2/h19-20,24,26,29-32,39,42-47,50-54H,3-18,21-23,25,27-28,33-38H2,1-2H3,(H,55,56)/b20-19-,26-24-,31-29-,32-30-/t39?,42-,43-,44+,45-,46-,47-/m1/s1"
Phosphatidylinositol_lyso_18:0,2.93,"InChI=1S/C27H53O12P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-21(29)38-20(18-28)19-37-40(35,36)39-27-25(33)23(31)22(30)24(32)26(27)34/h20,22-28,30-34H,2-19H2,1H3,(H,35,36)/t20?,22-,23-,24+,25-,26-,27-/m1/s1"
Phosphatidylserine_18:0-20:3,34.39,"InChI=1S/C44H80NO10P/c1-3-5-7-9-11-13-15-17-19-20-22-24-26-28-30-32-34-36-43(47)55-40(38-53-56(50,51)54-39-41(45)44(48)49)37-52-42(46)35-33-31-29-27-25-23-21-18-16-14-12-10-8-6-4-2/h19-20,24,26,30,32,40-41H,3-18,21-23,25,27-29,31,33-39,45H2,1-2H3,(H,48,49)(H,50,51)/b20-19-,26-24-,32-30-"
Phosphatidylinositol_19:0-20:4,24.17,"InChI=1S/C48H85O13P/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-35-37-42(50)60-40(39-59-62(56,57)61-48-46(54)44(52)43(51)45(53)47(48)55)38-58-41(49)36-34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h13,15,19,21,25,27,31,33,40,43-48,51-55H,3-12,14,16-18,20,22-24,26,28-30,32,34-39H2,1-2H3,(H,56,57)/b15-13-,21-19-,27-25-,33-31-/t40?,43-,44-,45+,46-,47-,48-/m1/s1"
Sphingomyelin_d18:0-C16:0,23.529999999999998,"InChI=1S/C39H81N2O6P/c1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-38(42)37(36-47-48(44,45)46-35-34-41(3,4)5)40-39(43)33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h37-38,42H,6-36H2,1-5H3,(H-,40,43,44,45)/t37-,38+/m1/s1"
Phosphatidylinositol_lyso_18:1,2.1599999999999997,"InChI=1S/C27H51O12P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-21(29)38-20(18-28)19-37-40(35,36)39-27-25(33)23(31)22(30)24(32)26(27)34/h14-15,20,22-28,30-34H,2-13,16-19H2,1H3,(H,35,36)/b15-14-/t20?,22-,23-,24+,25-,26-,27-/m1/s1"
Phosphatidylinositol_18:1-18:0,28.06,"InChI=1S/C45H85O13P/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-38(46)55-35-37(36-56-59(53,54)58-45-43(51)41(49)40(48)42(50)44(45)52)57-39(47)34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h27,29,37,40-45,48-52H,3-26,28,30-36H2,1-2H3,(H,53,54)/b29-27-/t37?,40-,41-,42+,43-,44-,45-/m1/s1"
Phosphatidylinositol_18:1-18:1,19.290000000000003,"InChI=1S/C45H83O13P/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-38(46)55-35-37(36-56-59(53,54)58-45-43(51)41(49)40(48)42(50)44(45)52)57-39(47)34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h27-30,37,40-45,48-52H,3-26,31-36H2,1-2H3,(H,53,54)/b29-27-,30-28-/t37?,40-,41-,42+,43-,44-,45-/m1/s1"
Phosphatidylinositol_20:4-20:4,8.360000000000001,"InChI=1S/C49H79O13P/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-35-37-42(50)59-39-41(40-60-63(57,58)62-49-47(55)45(53)44(52)46(54)48(49)56)61-43(51)38-36-34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h13-16,19-22,25-28,31-34,41,44-49,52-56H,3-12,17-18,23-24,29-30,35-40H2,1-2H3,(H,57,58)/b15-13-,16-14-,21-19-,22-20-,27-25-,28-26-,33-31-,34-32-/t41?,44-,45-,46+,47-,48-,49-/m1/s1"
Phosphatidylinositol_lyso_20:4,1.66,"InChI=1S/C29H49O12P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-23(31)40-22(20-30)21-39-42(37,38)41-29-27(35)25(33)24(32)26(34)28(29)36/h7-8,10-11,13-14,16-17,22,24-30,32-36H,2-6,9,12,15,18-21H2,1H3,(H,37,38)/b8-7-,11-10-,14-13-,17-16-/t22?,24-,25-,26+,27-,28-,29-/m1/s1"
Phosphatidylserine_18:0-20:1,44.01,"InChI=1S/C44H84NO10P/c1-3-5-7-9-11-13-15-17-19-20-22-24-26-28-30-32-34-36-43(47)55-40(38-53-56(50,51)54-39-41(45)44(48)49)37-52-42(46)35-33-31-29-27-25-23-21-18-16-14-12-10-8-6-4-2/h30,32,40-41H,3-29,31,33-39,45H2,1-2H3,(H,48,49)(H,50,51)/b32-30-"
Phosphatidylserine_16:0-22:6,15.57,"InChI=1S/C44H74NO10P/c1-3-5-7-9-11-13-15-17-18-19-20-21-22-24-26-28-30-32-34-36-43(47)55-40(38-53-56(50,51)54-39-41(45)44(48)49)37-52-42(46)35-33-31-29-27-25-23-16-14-12-10-8-6-4-2/h5,7,11,13,17-18,20-21,24,26,30,32,40-41H,3-4,6,8-10,12,14-16,19,22-23,25,27-29,31,33-39,45H2,1-2H3,(H,48,49)(H,50,51)/b7-5-,13-11-,18-17-,21-20-,26-24-,32-30-"
Phosphatidylserine_18:0-22:4,29.86,"InChI=1S/C46H82NO10P/c1-3-5-7-9-11-13-15-17-19-20-21-22-24-26-28-30-32-34-36-38-45(49)57-42(40-55-58(52,53)56-41-43(47)46(50)51)39-54-44(48)37-35-33-31-29-27-25-23-18-16-14-12-10-8-6-4-2/h17,19,21-22,26,28,32,34,42-43H,3-16,18,20,23-25,27,29-31,33,35-41,47H2,1-2H3,(H,50,51)(H,52,53)/b19-17-,22-21-,28-26-,34-32-"
Phosphatidylserine_18:0-20:2,36.22,"InChI=1S/C44H82NO10P/c1-3-5-7-9-11-13-15-17-19-20-22-24-26-28-30-32-34-36-43(47)55-40(38-53-56(50,51)54-39-41(45)44(48)49)37-52-42(46)35-33-31-29-27-25-23-21-18-16-14-12-10-8-6-4-2/h24,26,30,32,40-41H,3-23,25,27-29,31,33-39,45H2,1-2H3,(H,48,49)(H,50,51)/b26-24-,32-30-"
Sphingomyelin_d18:0-C23:0,47.87,"InChI=1S/C46H95N2O6P/c1-6-8-10-12-14-16-18-20-21-22-23-24-25-26-28-30-32-34-36-38-40-46(50)47-44(43-54-55(51,52)53-42-41-48(3,4)5)45(49)39-37-35-33-31-29-27-19-17-15-13-11-9-7-2/h44-45,49H,6-43H2,1-5H3,(H-,47,50,51,52)/t44-,45+/m1/s1"
Sphingomyelin_d18:1-C23:0,46.39,"InChI=1S/C46H93N2O6P/c1-6-8-10-12-14-16-18-20-21-22-23-24-25-26-28-30-32-34-36-38-40-46(50)47-44(43-54-55(51,52)53-42-41-48(3,4)5)45(49)39-37-35-33-31-29-27-19-17-15-13-11-9-7-2/h37,39,44-45,49H,6-36,38,40-43H2,1-5H3,(H-,47,50,51,52)/b39-37+/t44-,45+/m1/s1"
Sphingomyelin_d18:1-C19:0,32.49,"InChI=1S/C42H85N2O6P/c1-6-8-10-12-14-16-18-20-21-22-24-26-28-30-32-34-36-42(46)43-40(39-50-51(47,48)49-38-37-44(3,4)5)41(45)35-33-31-29-27-25-23-19-17-15-13-11-9-7-2/h33,35,40-41,45H,6-32,34,36-39H2,1-5H3,(H-,43,46,47,48)/b35-33+/t40-,41+/m1/s1"
Phosphatidylserine_18:1-18:1,21.44,"InChI=1S/C42H78NO10P/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-40(44)50-35-38(36-51-54(48,49)52-37-39(43)42(46)47)53-41(45)34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h27-30,38-39H,3-26,31-37,43H2,1-2H3,(H,46,47)(H,48,49)/b29-27-,30-28-"
Phosphatidylserine_18:0-22:6,21.45,"InChI=1S/C46H78NO10P/c1-3-5-7-9-11-13-15-17-19-20-21-22-24-26-28-30-32-34-36-38-45(49)57-42(40-55-58(52,53)56-41-43(47)46(50)51)39-54-44(48)37-35-33-31-29-27-25-23-18-16-14-12-10-8-6-4-2/h5,7,11,13,17,19,21-22,26,28,32,34,42-43H,3-4,6,8-10,12,14-16,18,20,23-25,27,29-31,33,35-41,47H2,1-2H3,(H,50,51)(H,52,53)/b7-5-,13-11-,19-17-,22-21-,28-26-,34-32-"
Phosphatidylcholine_12:0-16:0_/_14:0-14:0,13.09,"InChI=1S/2C36H72NO8P/c1-6-8-10-12-14-16-17-18-19-21-23-25-27-29-36(39)45-34(33-44-46(40,41)43-31-30-37(3,4)5)32-42-35(38)28-26-24-22-20-15-13-11-9-7-2;1-6-8-10-12-14-16-18-20-22-24-26-28-35(38)42-32-34(33-44-46(40,41)43-31-30-37(3,4)5)45-36(39)29-27-25-23-21-19-17-15-13-11-9-7-2/h2*34H,6-33H2,1-5H3"
Phosphatidylserine_18:0-22:5,27.459999999999997,"InChI=1S/C46H80NO10P/c1-3-5-7-9-11-13-15-17-19-20-21-22-24-26-28-30-32-34-36-38-45(49)57-42(40-55-58(52,53)56-41-43(47)46(50)51)39-54-44(48)37-35-33-31-29-27-25-23-18-16-14-12-10-8-6-4-2/h11,13,17,19,21-22,26,28,32,34,42-43H,3-10,12,14-16,18,20,23-25,27,29-31,33,35-41,47H2,1-2H3,(H,50,51)(H,52,53)/b13-11-,19-17-,22-21-,28-26-,34-32-"
Phosphatidylethanolamine_18:1-20:1,32.24,"InChI=1S/C43H82NO8P/c1-3-5-7-9-11-13-15-17-19-20-22-24-26-28-30-32-34-36-43(46)52-41(40-51-53(47,48)50-38-37-44)39-49-42(45)35-33-31-29-27-25-23-21-18-16-14-12-10-8-6-4-2/h29-32,41H,3-28,33-40,44H2,1-2H3,(H,47,48)/b31-29-,32-30-"
Phosphatidylethanolamine_17:0-18:2,24.81,"InChI=1S/C40H76NO8P/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-40(43)49-38(37-48-50(44,45)47-35-34-41)36-46-39(42)32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h21,23,27,29,38H,3-20,22,24-26,28,30-37,41H2,1-2H3,(H,44,45)/b23-21-,29-27-"
Phosphatidylserine_20:4-22:6,9.96,"InChI=1S/C48H74NO10P/c1-3-5-7-9-11-13-15-17-19-21-22-24-26-28-30-32-34-36-38-40-47(51)59-44(42-57-60(54,55)58-43-45(49)48(52)53)41-56-46(50)39-37-35-33-31-29-27-25-23-20-18-16-14-12-10-8-6-4-2/h5,7,11,13-14,16-17,19-20,22-24,27-30,33-36,44-45H,3-4,6,8-10,12,15,18,21,25-26,31-32,37-43,49H2,1-2H3,(H,52,53)(H,54,55)/b7-5-,13-11-,16-14-,19-17-,23-20-,24-22-,29-27-,30-28-,35-33-,36-34-"
Phosphatidylserine_18:1-22:0,51.57,"InChI=1S/C46H88NO10P/c1-3-5-7-9-11-13-15-17-19-20-21-22-24-26-28-30-32-34-36-38-45(49)57-42(40-55-58(52,53)56-41-43(47)46(50)51)39-54-44(48)37-35-33-31-29-27-25-23-18-16-14-12-10-8-6-4-2/h31,33,42-43H,3-30,32,34-41,47H2,1-2H3,(H,50,51)(H,52,53)/b33-31-"
Phosphatidylethanolamine_18:0-18:3,24.57,"InChI=1S/C41H76NO8P/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-40(43)47-37-39(38-49-51(45,46)48-36-35-42)50-41(44)34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h16,18,22,24,28,30,39H,3-15,17,19-21,23,25-27,29,31-38,42H2,1-2H3,(H,45,46)/b18-16-,24-22-,30-28-"
Phosphatidylcholine_18:0-20:0,47.74,"InChI=1S/C46H92NO8P/c1-6-8-10-12-14-16-18-20-22-23-25-27-29-31-33-35-37-39-46(49)55-44(43-54-56(50,51)53-41-40-47(3,4)5)42-52-45(48)38-36-34-32-30-28-26-24-21-19-17-15-13-11-9-7-2/h44H,6-43H2,1-5H3"
